,index,State,Area,Year,UnemploymentRate,Change,Region,LHS,HS,SC,BD,Pop_Est,Int_Mig_Rate,Dom_Mig_Rate,MedianIncome
30299,30299,TX,Pecos County,2014,4.2,-1.2,South,31.2,34.4,24.8,9.6,15837.0,0.3,3.2,
30300,30300,TX,Pecos County,2015,5.0,0.8,South,31.2,34.4,24.8,9.6,16017.0,0.2,5.1,
30301,30301,TX,Pecos County,2016,5.9,0.9,South,31.2,34.4,24.8,9.6,15877.0,0.1,-15.4,
30302,30302,TX,Pecos County,2017,4.5,-1.4,South,,,,,15634.0,0.1,-21.5,
30303,30303,TX,Polk County,2007,5.8,,South,,,,,,,,
30304,30304,TX,Polk County,2008,6.1,0.3,South,,,,,,,,
30305,30305,TX,Polk County,2009,9.1,3.0,South,,,,,,,,
30306,30306,TX,Polk County,2010,9.7,0.6,South,,,,,,,,
30307,30307,TX,Polk County,2011,9.3,-0.4,South,,,,,45580.0,1.3,3.4,
30308,30308,TX,Polk County,2012,8.0,-1.3,South,19.5,38.5,30.0,12.0,45512.0,1.5,-0.7,
30309,30309,TX,Polk County,2013,7.7,-0.3,South,19.5,38.5,30.0,12.0,45532.0,2.5,0.5,
30310,30310,TX,Polk County,2014,6.4,-1.3,South,19.5,38.5,30.0,12.0,45825.0,2.6,6.5,
30311,30311,TX,Polk County,2015,6.0,-0.4,South,19.5,38.5,30.0,12.0,46614.0,2.8,17.3,
30312,30312,TX,Polk County,2016,6.3,0.3,South,19.5,38.5,30.0,12.0,47735.0,2.9,22.2,
30313,30313,TX,Polk County,2017,6.0,-0.3,South,,,,,49162.0,2.9,27.9,
30314,30314,TX,Potter County,2007,3.8,,South,,,,,,,,
30315,30315,TX,Potter County,2008,4.0,0.2,South,,,,,,,,
30316,30316,TX,Potter County,2009,6.0,2.0,South,,,,,,,,
30317,30317,TX,Potter County,2010,6.3,0.3,South,,,,,,,,
30318,30318,TX,Potter County,2011,5.9,-0.4,South,,,,,122313.0,4.0,-3.7,
30319,30319,TX,Potter County,2012,5.3,-0.6,South,23.6,28.9,33.0,14.6,122704.0,4.3,-8.5,
30320,30320,TX,Potter County,2013,5.0,-0.3,South,23.6,28.9,33.0,14.6,122088.0,4.4,-17.4,
30321,30321,TX,Potter County,2014,4.0,-1.0,South,23.6,28.9,33.0,14.6,121934.0,5.0,-13.5,
30322,30322,TX,Potter County,2015,3.0,-1.0,South,23.6,28.9,33.0,14.6,121129.0,5.5,-18.7,
30323,30323,TX,Potter County,2016,3.3,0.3,South,23.6,28.9,33.0,14.6,120542.0,5.8,-16.1,
30324,30324,TX,Potter County,2017,3.2,-0.1,South,,,,,120458.0,5.8,-12.4,
30325,30325,TX,Presidio County,2007,8.9,,South,,,,,,,,
30326,30326,TX,Presidio County,2008,10.3,1.4,South,,,,,,,,
30327,30327,TX,Presidio County,2009,16.2,5.9,South,,,,,,,,
30328,30328,TX,Presidio County,2010,18.5,2.3,South,,,,,,,,
30329,30329,TX,Presidio County,2011,15.2,-3.3,South,,,,,7756.0,2.4,-30.6,
30330,30330,TX,Presidio County,2012,13.3,-1.9,South,43.2,18.7,13.0,25.0,7616.0,3.0,-29.9,
30331,30331,TX,Presidio County,2013,12.9,-0.4,South,43.2,18.7,13.0,25.0,7389.0,6.3,-46.4,
30332,30332,TX,Presidio County,2014,11.6,-1.3,South,43.2,18.7,13.0,25.0,7188.0,7.1,-47.2,
30333,30333,TX,Presidio County,2015,11.0,-0.6,South,43.2,18.7,13.0,25.0,7054.0,9.0,-40.3,
30334,30334,TX,Presidio County,2016,10.7,-0.3,South,43.2,18.7,13.0,25.0,7166.0,10.0,-5.5,
30335,30335,TX,Presidio County,2017,9.4,-1.3,South,,,,,7156.0,9.8,-21.5,
30336,30336,TX,Rains County,2007,4.2,,South,,,,,,,,
30337,30337,TX,Rains County,2008,5.0,0.8,South,,,,,,,,
30338,30338,TX,Rains County,2009,8.0,3.0,South,,,,,,,,
30339,30339,TX,Rains County,2010,8.8,0.8,South,,,,,,,,
30340,30340,TX,Rains County,2011,8.2,-0.6,South,,,,,11000.0,0.5,8.6,
30341,30341,TX,Rains County,2012,7.0,-1.2,South,18.1,41.0,31.4,9.5,10933.0,0.8,-5.5,
30342,30342,TX,Rains County,2013,6.1,-0.9,South,18.1,41.0,31.4,9.5,11026.0,1.0,9.0,
30343,30343,TX,Rains County,2014,4.9,-1.2,South,18.1,41.0,31.4,9.5,11005.0,1.0,3.1,
30344,30344,TX,Rains County,2015,5.0,0.1,South,18.1,41.0,31.4,9.5,11129.0,1.1,14.2,
30345,30345,TX,Rains County,2016,4.0,-1.0,South,18.1,41.0,31.4,9.5,11307.0,1.2,20.6,
30346,30346,TX,Rains County,2017,3.5,-0.5,South,,,,,11762.0,1.1,40.6,
30347,30347,TX,Randall County,2007,2.9,,South,,,,,,,,
30348,30348,TX,Randall County,2008,3.1,0.2,South,,,,,,,,
30349,30349,TX,Randall County,2009,4.6,1.5,South,,,,,,,,
30350,30350,TX,Randall County,2010,5.2,0.6,South,,,,,,,,
30351,30351,TX,Randall County,2011,5.0,-0.2,South,,,,,123437.0,1.1,11.2,
30352,30352,TX,Randall County,2012,4.4,-0.6,South,8.9,22.2,38.5,30.4,124986.0,1.3,6.1,
30353,30353,TX,Randall County,2013,4.3,-0.1,South,8.9,22.2,38.5,30.4,126746.0,1.2,7.8,
30354,30354,TX,Randall County,2014,3.4,-0.9,South,8.9,22.2,38.5,30.4,128708.0,1.3,8.1,
30355,30355,TX,Randall County,2015,3.0,-0.4,South,8.9,22.2,38.5,30.4,130406.0,1.4,6.4,
30356,30356,TX,Randall County,2016,2.9,-0.1,South,8.9,22.2,38.5,30.4,132457.0,1.4,9.6,
30357,30357,TX,Randall County,2017,2.8,-0.1,South,,,,,134442.0,1.4,8.8,
30358,30358,TX,Reagan County,2007,2.0,,South,,,,,,,,
30359,30359,TX,Reagan County,2008,2.0,0.0,South,,,,,,,,
30360,30360,TX,Reagan County,2009,6.0,4.0,South,,,,,,,,
30361,30361,TX,Reagan County,2010,5.5,-0.5,South,,,,,,,,
30362,30362,TX,Reagan County,2011,4.4,-1.1,South,,,,,3391.0,0.6,2.7,
30363,30363,TX,Reagan County,2012,3.4,-1.0,South,28.5,35.7,24.4,11.5,3475.0,0.6,18.6,
30364,30364,TX,Reagan County,2013,4.0,0.6,South,28.5,35.7,24.4,11.5,3630.0,7.3,27.6,
30365,30365,TX,Reagan County,2014,3.2,-0.8,South,28.5,35.7,24.4,11.5,3788.0,9.7,20.5,
30366,30366,TX,Reagan County,2015,5.0,1.8,South,28.5,35.7,24.4,11.5,3809.0,9.7,-10.5,
30367,30367,TX,Reagan County,2016,6.2,1.2,South,28.5,35.7,24.4,11.5,3738.0,10.3,-43.5,
30368,30368,TX,Reagan County,2017,3.8,-2.4,South,,,,,3710.0,10.5,-32.2,
30369,30369,TX,Real County,2007,3.9,,South,,,,,,,,
30370,30370,TX,Real County,2008,3.7,-0.2,South,,,,,,,,
30371,30371,TX,Real County,2009,5.5,1.8,South,,,,,,,,
30372,30372,TX,Real County,2010,9.1,3.6,South,,,,,,,,
30373,30373,TX,Real County,2011,9.9,0.8,South,,,,,3431.0,0.3,36.4,
30374,30374,TX,Real County,2012,9.4,-0.5,South,19.7,26.2,31.0,23.2,3353.0,0.3,-18.0,
30375,30375,TX,Real County,2013,8.0,-1.4,South,19.7,26.2,31.0,23.2,3319.0,0.3,1.5,
30376,30376,TX,Real County,2014,6.2,-1.8,South,19.7,26.2,31.0,23.2,3348.0,0.3,14.4,
30377,30377,TX,Real County,2015,5.0,-1.2,South,19.7,26.2,31.0,23.2,3297.0,0.3,-16.3,
30378,30378,TX,Real County,2016,5.7,0.7,South,19.7,26.2,31.0,23.2,3397.0,0.3,31.1,
30379,30379,TX,Real County,2017,5.7,0.0,South,,,,,3429.0,0.3,13.2,
30380,30380,TX,Red River County,2007,4.9,,South,,,,,,,,
30381,30381,TX,Red River County,2008,6.4,1.5,South,,,,,,,,
30382,30382,TX,Red River County,2009,9.2,2.8,South,,,,,,,,
30383,30383,TX,Red River County,2010,11.5,2.3,South,,,,,,,,
30384,30384,TX,Red River County,2011,12.1,0.6,South,,,,,12684.0,-0.1,-10.6,
30385,30385,TX,Red River County,2012,10.7,-1.4,South,19.6,38.8,28.2,13.4,12729.0,0.0,7.5,
30386,30386,TX,Red River County,2013,10.1,-0.6,South,19.6,38.8,28.2,13.4,12496.0,0.1,-14.7,
30387,30387,TX,Red River County,2014,7.8,-2.3,South,19.6,38.8,28.2,13.4,12458.0,0.2,-1.0,
30388,30388,TX,Red River County,2015,6.0,-1.8,South,19.6,38.8,28.2,13.4,12363.0,0.1,-1.5,
30389,30389,TX,Red River County,2016,5.8,-0.2,South,19.6,38.8,28.2,13.4,12217.0,0.1,-9.6,
30390,30390,TX,Red River County,2017,5.2,-0.6,South,,,,,12229.0,0.1,5.5,
30391,30391,TX,Reeves County,2007,5.2,,South,,,,,,,,
30392,30392,TX,Reeves County,2008,5.7,0.5,South,,,,,,,,
30393,30393,TX,Reeves County,2009,11.4,5.7,South,,,,,,,,
30394,30394,TX,Reeves County,2010,8.9,-2.5,South,,,,,,,,
30395,30395,TX,Reeves County,2011,8.0,-0.9,South,,,,,13799.0,2.7,-10.5,
30396,30396,TX,Reeves County,2012,6.8,-1.2,South,39.0,26.4,23.4,11.2,13959.0,3.5,3.7,
30397,30397,TX,Reeves County,2013,5.8,-1.0,South,39.0,26.4,23.4,11.2,14189.0,5.0,7.7,
30398,30398,TX,Reeves County,2014,4.0,-1.8,South,39.0,26.4,23.4,11.2,14509.0,6.1,10.3,
30399,30399,TX,Reeves County,2015,5.0,1.0,South,39.0,26.4,23.4,11.2,14906.0,7.7,11.9,
30400,30400,TX,Reeves County,2016,5.3,0.3,South,39.0,26.4,23.4,11.2,15069.0,7.9,-3.6,
30401,30401,TX,Reeves County,2017,3.5,-1.8,South,,,,,15281.0,7.8,-0.7,
30402,30402,TX,Refugio County,2007,3.7,,South,,,,,,,,
30403,30403,TX,Refugio County,2008,3.8,0.1,South,,,,,,,,
30404,30404,TX,Refugio County,2009,6.4,2.6,South,,,,,,,,
30405,30405,TX,Refugio County,2010,8.7,2.3,South,,,,,,,,
30406,30406,TX,Refugio County,2011,7.6,-1.1,South,,,,,7319.0,0.0,-5.3,
30407,30407,TX,Refugio County,2012,6.0,-1.6,South,20.2,36.6,32.4,10.8,7252.0,1.1,-8.6,
30408,30408,TX,Refugio County,2013,5.4,-0.6,South,20.2,36.6,32.4,10.8,7273.0,1.0,4.0,
30409,30409,TX,Refugio County,2014,4.3,-1.1,South,20.2,36.6,32.4,10.8,7354.0,1.0,11.8,
30410,30410,TX,Refugio County,2015,5.0,0.7,South,20.2,36.6,32.4,10.8,7320.0,1.1,-5.0,
30411,30411,TX,Refugio County,2016,6.6,1.6,South,20.2,36.6,32.4,10.8,7293.0,1.1,-7.0,
30412,30412,TX,Refugio County,2017,5.8,-0.8,South,,,,,7224.0,1.1,-13.6,
30413,30413,TX,Roberts County,2007,2.3,,South,,,,,,,,
30414,30414,TX,Roberts County,2008,2.5,0.2,South,,,,,,,,
30415,30415,TX,Roberts County,2009,4.8,2.3,South,,,,,,,,
30416,30416,TX,Roberts County,2010,5.4,0.6,South,,,,,,,,
30417,30417,TX,Roberts County,2011,5.0,-0.4,South,,,,,926.0,0.0,-3.2,
30418,30418,TX,Roberts County,2012,5.1,0.1,South,6.1,29.1,33.3,31.5,942.0,0.0,15.0,
30419,30419,TX,Roberts County,2013,4.4,-0.7,South,6.1,29.1,33.3,31.5,919.0,0.0,-19.3,
30420,30420,TX,Roberts County,2014,3.6,-0.8,South,6.1,29.1,33.3,31.5,914.0,0.0,-3.3,
30421,30421,TX,Roberts County,2015,4.0,0.4,South,6.1,29.1,33.3,31.5,910.0,0.0,0.0,
30422,30422,TX,Roberts County,2016,4.5,0.5,South,6.1,29.1,33.3,31.5,916.0,0.0,-2.2,
30423,30423,TX,Roberts County,2017,3.7,-0.8,South,,,,,938.0,0.0,20.5,
30424,30424,TX,Robertson County,2007,5.0,,South,,,,,,,,
30425,30425,TX,Robertson County,2008,4.9,-0.1,South,,,,,,,,
30426,30426,TX,Robertson County,2009,7.8,2.9,South,,,,,,,,
30427,30427,TX,Robertson County,2010,9.2,1.4,South,,,,,,,,
30428,30428,TX,Robertson County,2011,9.2,0.0,South,,,,,16654.0,0.0,4.6,
30429,30429,TX,Robertson County,2012,8.0,-1.2,South,17.4,35.3,29.9,17.4,16448.0,0.1,-13.6,
30430,30430,TX,Robertson County,2013,7.0,-1.0,South,17.4,35.3,29.9,17.4,16425.0,1.2,-5.3,
30431,30431,TX,Robertson County,2014,5.4,-1.6,South,17.4,35.3,29.9,17.4,16460.0,1.3,1.0,
30432,30432,TX,Robertson County,2015,5.0,-0.4,South,17.4,35.3,29.9,17.4,16688.0,1.4,11.3,
30433,30433,TX,Robertson County,2016,5.1,0.1,South,17.4,35.3,29.9,17.4,16858.0,1.3,4.9,
30434,30434,TX,Robertson County,2017,4.7,-0.4,South,,,,,17203.0,1.2,16.3,
30435,30435,TX,Rockwall County,2007,3.9,,South,,,,,,,,
30436,30436,TX,Rockwall County,2008,4.5,0.6,South,,,,,,,,
30437,30437,TX,Rockwall County,2009,7.2,2.7,South,,,,,,,,
30438,30438,TX,Rockwall County,2010,7.4,0.2,South,,,,,,,,
30439,30439,TX,Rockwall County,2011,7.1,-0.3,South,,,,,81034.0,1.2,18.4,
30440,30440,TX,Rockwall County,2012,6.2,-0.9,South,8.1,22.2,31.8,38.0,82710.0,0.7,14.0,
30441,30441,TX,Rockwall County,2013,5.8,-0.4,South,8.1,22.2,31.8,38.0,84704.0,0.5,17.8,
30442,30442,TX,Rockwall County,2014,4.5,-1.3,South,8.1,22.2,31.8,38.0,87037.0,0.7,20.7,
30443,30443,TX,Rockwall County,2015,4.0,-0.5,South,8.1,22.2,31.8,38.0,90121.0,0.9,29.2,
30444,30444,TX,Rockwall County,2016,3.5,-0.5,South,8.1,22.2,31.8,38.0,93419.0,0.9,28.7,
30445,30445,TX,Rockwall County,2017,3.3,-0.2,South,,,,,96788.0,0.9,29.0,
30446,30446,TX,Runnels County,2007,4.3,,South,,,,,,,,
30447,30447,TX,Runnels County,2008,4.7,0.4,South,,,,,,,,
30448,30448,TX,Runnels County,2009,7.5,2.8,South,,,,,,,,
30449,30449,TX,Runnels County,2010,8.3,0.8,South,,,,,,,,
30450,30450,TX,Runnels County,2011,7.3,-1.0,South,,,,,10494.0,0.9,-0.9,
30451,30451,TX,Runnels County,2012,5.5,-1.8,South,21.2,36.3,24.4,18.1,10327.0,0.8,-13.5,
30452,30452,TX,Runnels County,2013,5.3,-0.2,South,21.2,36.3,24.4,18.1,10185.0,0.5,-9.9,
30453,30453,TX,Runnels County,2014,4.2,-1.1,South,21.2,36.3,24.4,18.1,10266.0,0.5,11.1,
30454,30454,TX,Runnels County,2015,4.0,-0.2,South,21.2,36.3,24.4,18.1,10356.0,0.5,12.2,
30455,30455,TX,Runnels County,2016,3.9,-0.1,South,21.2,36.3,24.4,18.1,10255.0,0.5,-9.4,
30456,30456,TX,Runnels County,2017,3.8,-0.1,South,,,,,10266.0,0.5,2.2,
30457,30457,TX,Rusk County,2007,4.1,,South,,,,,,,,
30458,30458,TX,Rusk County,2008,4.3,0.2,South,,,,,,,,
30459,30459,TX,Rusk County,2009,7.8,3.5,South,,,,,,,,
30460,30460,TX,Rusk County,2010,7.8,0.0,South,,,,,,,,
30461,30461,TX,Rusk County,2011,7.0,-0.8,South,,,,,53680.0,0.3,3.4,
30462,30462,TX,Rusk County,2012,6.3,-0.7,South,20.7,32.1,32.5,14.7,53778.0,0.1,-1.2,
30463,30463,TX,Rusk County,2013,6.2,-0.1,South,20.7,32.1,32.5,14.7,53336.0,-0.2,-10.1,
30464,30464,TX,Rusk County,2014,4.9,-1.3,South,20.7,32.1,32.5,14.7,53173.0,-0.1,-4.2,
30465,30465,TX,Rusk County,2015,5.0,0.1,South,20.7,32.1,32.5,14.7,52930.0,0.1,-5.1,
30466,30466,TX,Rusk County,2016,5.8,0.8,South,20.7,32.1,32.5,14.7,52856.0,0.1,-3.4,
30467,30467,TX,Rusk County,2017,5.1,-0.7,South,,,,,52833.0,0.1,-2.0,
30468,30468,TX,Sabine County,2007,8.0,,South,,,,,,,,
30469,30469,TX,Sabine County,2008,8.9,0.9,South,,,,,,,,
30470,30470,TX,Sabine County,2009,15.0,6.1,South,,,,,,,,
30471,30471,TX,Sabine County,2010,16.3,1.3,South,,,,,,,,
30472,30472,TX,Sabine County,2011,15.7,-0.6,South,,,,,10725.0,-0.2,-5.2,
30473,30473,TX,Sabine County,2012,14.6,-1.1,South,14.6,44.8,27.6,12.9,10522.0,-0.3,-13.0,
30474,30474,TX,Sabine County,2013,12.9,-1.7,South,14.6,44.8,27.6,12.9,10423.0,-0.3,1.3,
30475,30475,TX,Sabine County,2014,10.6,-2.3,South,14.6,44.8,27.6,12.9,10428.0,-0.4,8.4,
30476,30476,TX,Sabine County,2015,9.0,-1.6,South,14.6,44.8,27.6,12.9,10447.0,-0.4,10.9,
30477,30477,TX,Sabine County,2016,9.4,0.4,South,14.6,44.8,27.6,12.9,10385.0,-0.4,0.6,
30478,30478,TX,Sabine County,2017,8.6,-0.8,South,,,,,10461.0,-0.4,12.4,
30479,30479,TX,San Augustine County,2007,5.4,,South,,,,,,,,
30480,30480,TX,San Augustine County,2008,6.1,0.7,South,,,,,,,,
30481,30481,TX,San Augustine County,2009,10.1,4.0,South,,,,,,,,
30482,30482,TX,San Augustine County,2010,13.0,2.9,South,,,,,,,,
30483,30483,TX,San Augustine County,2011,14.1,1.1,South,,,,,8793.0,0.0,2.7,
30484,30484,TX,San Augustine County,2012,12.1,-2.0,South,19.5,43.4,25.6,11.5,8789.0,0.0,1.6,
30485,30485,TX,San Augustine County,2013,11.6,-0.5,South,19.5,43.4,25.6,11.5,8664.0,0.0,-10.9,
30486,30486,TX,San Augustine County,2014,9.6,-2.0,South,19.5,43.4,25.6,11.5,8473.0,0.0,-17.0,
30487,30487,TX,San Augustine County,2015,9.0,-0.6,South,19.5,43.4,25.6,11.5,8340.0,0.0,-11.4,
30488,30488,TX,San Augustine County,2016,8.9,-0.1,South,19.5,43.4,25.6,11.5,8283.0,0.0,-1.9,
30489,30489,TX,San Augustine County,2017,7.5,-1.4,South,,,,,8253.0,0.0,2.4,
30490,30490,TX,San Jacinto County,2007,5.1,,South,,,,,,,,
30491,30491,TX,San Jacinto County,2008,5.7,0.6,South,,,,,,,,
30492,30492,TX,San Jacinto County,2009,9.3,3.6,South,,,,,,,,
30493,30493,TX,San Jacinto County,2010,10.0,0.7,South,,,,,,,,
30494,30494,TX,San Jacinto County,2011,9.7,-0.3,South,,,,,26781.0,-0.3,12.7,
30495,30495,TX,San Jacinto County,2012,8.2,-1.5,South,17.2,45.6,27.2,10.0,26946.0,-0.6,7.0,
30496,30496,TX,San Jacinto County,2013,7.6,-0.6,South,17.2,45.6,27.2,10.0,26737.0,-0.5,-6.4,
30497,30497,TX,San Jacinto County,2014,5.8,-1.8,South,17.2,45.6,27.2,10.0,27056.0,-0.6,11.9,
30498,30498,TX,San Jacinto County,2015,6.0,0.2,South,17.2,45.6,27.2,10.0,27361.0,-0.6,12.6,
30499,30499,TX,San Jacinto County,2016,6.3,0.3,South,17.2,45.6,27.2,10.0,27757.0,-0.5,15.7,
30500,30500,TX,San Jacinto County,2017,5.6,-0.7,South,,,,,28270.0,-0.5,19.0,
30501,30501,TX,San Patricio County,2007,4.8,,South,,,,,,,,
30502,30502,TX,San Patricio County,2008,5.3,0.5,South,,,,,,,,
30503,30503,TX,San Patricio County,2009,8.6,3.3,South,,,,,,,,
30504,30504,TX,San Patricio County,2010,10.5,1.9,South,,,,,,,,
30505,30505,TX,San Patricio County,2011,9.7,-0.8,South,,,,,64455.0,0.5,-4.9,
30506,30506,TX,San Patricio County,2012,7.6,-2.1,South,21.9,31.6,32.1,14.5,65265.0,0.7,7.1,
30507,30507,TX,San Patricio County,2013,7.2,-0.4,South,21.9,31.6,32.1,14.5,66134.0,0.7,7.3,
30508,30508,TX,San Patricio County,2014,6.2,-1.0,South,21.9,31.6,32.1,14.5,66638.0,0.8,1.7,
30509,30509,TX,San Patricio County,2015,7.0,0.8,South,21.9,31.6,32.1,14.5,67084.0,0.9,-1.2,
30510,30510,TX,San Patricio County,2016,7.5,0.5,South,21.9,31.6,32.1,14.5,67262.0,0.9,-3.9,
30511,30511,TX,San Patricio County,2017,7.6,0.1,South,,,,,67215.0,0.9,-8.3,
30512,30512,TX,San Saba County,2007,4.6,,South,,,,,,,,
30513,30513,TX,San Saba County,2008,5.4,0.8,South,,,,,,,,
30514,30514,TX,San Saba County,2009,7.1,1.7,South,,,,,,,,
30515,30515,TX,San Saba County,2010,6.2,-0.9,South,,,,,,,,
30516,30516,TX,San Saba County,2011,6.1,-0.1,South,,,,,6037.0,-0.2,-15.6,
30517,30517,TX,San Saba County,2012,6.2,0.1,South,25.5,31.7,28.2,14.5,5965.0,0.0,-14.2,
30518,30518,TX,San Saba County,2013,5.7,-0.5,South,25.5,31.7,28.2,14.5,5690.0,1.2,-47.4,
30519,30519,TX,San Saba County,2014,4.2,-1.5,South,25.5,31.7,28.2,14.5,5816.0,1.6,17.7,
30520,30520,TX,San Saba County,2015,4.0,-0.2,South,25.5,31.7,28.2,14.5,5917.0,2.4,13.8,
30521,30521,TX,San Saba County,2016,3.4,-0.6,South,25.5,31.7,28.2,14.5,5872.0,2.4,-11.2,
30522,30522,TX,San Saba County,2017,3.2,-0.2,South,,,,,5959.0,2.4,13.2,
30523,30523,TX,Schleicher County,2007,3.5,,South,,,,,,,,
30524,30524,TX,Schleicher County,2008,3.3,-0.2,South,,,,,,,,
30525,30525,TX,Schleicher County,2009,9.3,6.0,South,,,,,,,,
30526,30526,TX,Schleicher County,2010,7.6,-1.7,South,,,,,,,,
30527,30527,TX,Schleicher County,2011,5.7,-1.9,South,,,,,3307.0,0.0,-64.6,
30528,30528,TX,Schleicher County,2012,4.0,-1.7,South,23.7,24.6,32.6,19.1,3258.0,-0.3,-16.8,
30529,30529,TX,Schleicher County,2013,3.5,-0.5,South,23.7,24.6,32.6,19.1,3189.0,-0.6,-24.5,
30530,30530,TX,Schleicher County,2014,3.0,-0.5,South,23.7,24.6,32.6,19.1,3163.0,-0.3,-12.9,
30531,30531,TX,Schleicher County,2015,5.0,2.0,South,23.7,24.6,32.6,19.1,3193.0,-0.3,9.4,
30532,30532,TX,Schleicher County,2016,5.2,0.2,South,23.7,24.6,32.6,19.1,3064.0,-0.3,-44.1,
30533,30533,TX,Schleicher County,2017,3.7,-1.5,South,,,,,3001.0,-0.3,-23.7,
30534,30534,TX,Scurry County,2007,3.8,,South,,,,,,,,
30535,30535,TX,Scurry County,2008,4.0,0.2,South,,,,,,,,
30536,30536,TX,Scurry County,2009,6.7,2.7,South,,,,,,,,
30537,30537,TX,Scurry County,2010,6.8,0.1,South,,,,,,,,
30538,30538,TX,Scurry County,2011,5.7,-1.1,South,,,,,16876.0,0.2,-9.9,
30539,30539,TX,Scurry County,2012,4.5,-1.2,South,19.3,32.9,32.4,15.4,17102.0,0.4,9.0,
30540,30540,TX,Scurry County,2013,4.2,-0.3,South,19.3,32.9,32.4,15.4,17265.0,0.6,3.5,
30541,30541,TX,Scurry County,2014,3.3,-0.9,South,19.3,32.9,32.4,15.4,17399.0,0.6,2.5,
30542,30542,TX,Scurry County,2015,4.0,0.7,South,19.3,32.9,32.4,15.4,17588.0,0.7,6.9,
30543,30543,TX,Scurry County,2016,5.9,1.9,South,19.3,32.9,32.4,15.4,17430.0,0.7,-15.8,
30544,30544,TX,Scurry County,2017,4.4,-1.5,South,,,,,17050.0,0.8,-27.5,
30545,30545,TX,Shackelford County,2007,2.6,,South,,,,,,,,
30546,30546,TX,Shackelford County,2008,2.6,0.0,South,,,,,,,,
30547,30547,TX,Shackelford County,2009,4.0,1.4,South,,,,,,,,
30548,30548,TX,Shackelford County,2010,5.6,1.6,South,,,,,,,,
30549,30549,TX,Shackelford County,2011,4.7,-0.9,South,,,,,3338.0,0.9,-14.0,
30550,30550,TX,Shackelford County,2012,3.5,-1.2,South,15.5,29.2,30.1,25.2,3365.0,0.9,5.7,
30551,30551,TX,Shackelford County,2013,3.3,-0.2,South,15.5,29.2,30.1,25.2,3379.0,0.9,-0.6,
30552,30552,TX,Shackelford County,2014,2.7,-0.6,South,15.5,29.2,30.1,25.2,3324.0,1.2,-10.1,
30553,30553,TX,Shackelford County,2015,3.0,0.3,South,15.5,29.2,30.1,25.2,3345.0,1.2,2.1,
30554,30554,TX,Shackelford County,2016,3.8,0.8,South,15.5,29.2,30.1,25.2,3364.0,1.2,-0.6,
30555,30555,TX,Shackelford County,2017,3.0,-0.8,South,,,,,3328.0,1.2,-13.4,
30556,30556,TX,Shelby County,2007,4.2,,South,,,,,,,,
30557,30557,TX,Shelby County,2008,4.7,0.5,South,,,,,,,,
30558,30558,TX,Shelby County,2009,7.3,2.6,South,,,,,,,,
30559,30559,TX,Shelby County,2010,8.5,1.2,South,,,,,,,,
30560,30560,TX,Shelby County,2011,8.6,0.1,South,,,,,25730.0,0.8,7.3,
30561,30561,TX,Shelby County,2012,7.3,-1.3,South,24.6,35.6,24.4,15.3,26059.0,1.4,8.7,
30562,30562,TX,Shelby County,2013,7.4,0.1,South,24.6,35.6,24.4,15.3,25984.0,1.9,-9.0,
30563,30563,TX,Shelby County,2014,5.8,-1.6,South,24.6,35.6,24.4,15.3,25667.0,2.1,-17.2,
30564,30564,TX,Shelby County,2015,5.0,-0.8,South,24.6,35.6,24.4,15.3,25503.0,2.6,-10.9,
30565,30565,TX,Shelby County,2016,6.0,1.0,South,24.6,35.6,24.4,15.3,25777.0,2.7,3.0,
30566,30566,TX,Shelby County,2017,5.1,-0.9,South,,,,,25513.0,2.7,-16.7,
30567,30567,TX,Sherman County,2007,3.4,,South,,,,,,,,
30568,30568,TX,Sherman County,2008,3.7,0.3,South,,,,,,,,
30569,30569,TX,Sherman County,2009,4.4,0.7,South,,,,,,,,
30570,30570,TX,Sherman County,2010,4.6,0.2,South,,,,,,,,
30571,30571,TX,Sherman County,2011,4.6,0.0,South,,,,,3014.0,1.0,-8.3,
30572,30572,TX,Sherman County,2012,4.2,-0.4,South,25.7,26.3,26.4,21.6,3037.0,1.7,0.7,
30573,30573,TX,Sherman County,2013,4.1,-0.1,South,25.7,26.3,26.4,21.6,3069.0,1.6,4.9,
30574,30574,TX,Sherman County,2014,3.1,-1.0,South,25.7,26.3,26.4,21.6,3068.0,2.0,-2.3,
30575,30575,TX,Sherman County,2015,3.0,-0.1,South,25.7,26.3,26.4,21.6,3060.0,2.3,-8.2,
30576,30576,TX,Sherman County,2016,2.9,-0.1,South,25.7,26.3,26.4,21.6,3075.0,2.3,-2.6,
30577,30577,TX,Sherman County,2017,3.1,0.2,South,,,,,3067.0,2.3,-13.4,
30578,30578,TX,Smith County,2007,4.1,,South,,,,,,,,
30579,30579,TX,Smith County,2008,4.8,0.7,South,,,,,,,,
30580,30580,TX,Smith County,2009,7.6,2.8,South,,,,,,,,
30581,30581,TX,Smith County,2010,7.9,0.3,South,,,,,,,,
30582,30582,TX,Smith County,2011,7.8,-0.1,South,,,,,212653.0,1.2,4.6,
30583,30583,TX,Smith County,2012,7.0,-0.8,South,15.3,25.2,34.8,24.7,214707.0,0.8,4.1,
30584,30584,TX,Smith County,2013,6.5,-0.5,South,15.3,25.2,34.8,24.7,216426.0,1.4,1.8,
30585,30585,TX,Smith County,2014,5.2,-1.3,South,15.3,25.2,34.8,24.7,219517.0,1.6,7.3,
