,State,Area,MedianIncome2016,Year,UnemploymentRate,Region
27534,TN,Henderson County,,2008,10.2,South
27535,TN,Henderson County,,2009,18.1,South
27536,TN,Henderson County,,2010,14.3,South
27537,TN,Henderson County,,2011,11.2,South
27538,TN,Henderson County,,2012,9.7,South
27539,TN,Henderson County,,2013,10.5,South
27540,TN,Henderson County,,2014,8.6,South
27541,TN,Henderson County,,2015,8.0,South
27542,TN,Henderson County,52174.0,2016,6.8,South
27543,TN,Henderson County,,2017,5.1,South
27544,TN,Henry County,,2007,6.2,South
27545,TN,Henry County,,2008,8.7,South
27546,TN,Henry County,,2009,13.4,South
27547,TN,Henry County,,2010,11.4,South
27548,TN,Henry County,,2011,10.8,South
27549,TN,Henry County,,2012,9.4,South
27550,TN,Henry County,,2013,9.5,South
27551,TN,Henry County,,2014,8.1,South
27552,TN,Henry County,,2015,7.0,South
27553,TN,Henry County,30078.0,2016,5.9,South
27554,TN,Henry County,,2017,4.5,South
27555,TN,Hickman County,,2007,5.4,South
27556,TN,Hickman County,,2008,8.4,South
27557,TN,Hickman County,,2009,13.0,South
27558,TN,Hickman County,,2010,11.1,South
27559,TN,Hickman County,,2011,10.3,South
27560,TN,Hickman County,,2012,8.9,South
27561,TN,Hickman County,,2013,8.3,South
27562,TN,Hickman County,,2014,6.6,South
27563,TN,Hickman County,,2015,6.0,South
27564,TN,Hickman County,38479.0,2016,4.6,South
27565,TN,Hickman County,,2017,3.4,South
27566,TN,Houston County,,2007,5.4,South
27567,TN,Houston County,,2008,8.1,South
27568,TN,Houston County,,2009,12.1,South
27569,TN,Houston County,,2010,12.0,South
27570,TN,Houston County,,2011,11.2,South
27571,TN,Houston County,,2012,11.2,South
27572,TN,Houston County,,2013,10.9,South
27573,TN,Houston County,,2014,9.9,South
27574,TN,Houston County,,2015,9.0,South
27575,TN,Houston County,41370.0,2016,7.5,South
27576,TN,Houston County,,2017,5.7,South
27577,TN,Humphreys County,,2007,5.5,South
27578,TN,Humphreys County,,2008,8.5,South
27579,TN,Humphreys County,,2009,12.8,South
27580,TN,Humphreys County,,2010,11.2,South
27581,TN,Humphreys County,,2011,10.5,South
27582,TN,Humphreys County,,2012,9.5,South
27583,TN,Humphreys County,,2013,8.8,South
27584,TN,Humphreys County,,2014,7.8,South
27585,TN,Humphreys County,,2015,7.0,South
27586,TN,Humphreys County,38074.0,2016,6.0,South
27587,TN,Humphreys County,,2017,4.3,South
27588,TN,Jackson County,,2007,6.8,South
27589,TN,Jackson County,,2008,8.6,South
27590,TN,Jackson County,,2009,13.7,South
27591,TN,Jackson County,,2010,12.6,South
27592,TN,Jackson County,,2011,11.7,South
27593,TN,Jackson County,,2012,10.5,South
27594,TN,Jackson County,,2013,10.3,South
27595,TN,Jackson County,,2014,8.8,South
27596,TN,Jackson County,,2015,8.0,South
27597,TN,Jackson County,43464.0,2016,7.0,South
27598,TN,Jackson County,,2017,5.3,South
27599,TN,Jefferson County,,2007,5.1,South
27600,TN,Jefferson County,,2008,7.1,South
27601,TN,Jefferson County,,2009,12.6,South
27602,TN,Jefferson County,,2010,11.5,South
27603,TN,Jefferson County,,2011,10.5,South
27604,TN,Jefferson County,,2012,9.4,South
27605,TN,Jefferson County,,2013,9.1,South
27606,TN,Jefferson County,,2014,7.4,South
27607,TN,Jefferson County,,2015,6.0,South
27608,TN,Jefferson County,56774.0,2016,5.3,South
27609,TN,Jefferson County,,2017,4.0,South
27610,TN,Johnson County,,2007,5.6,South
27611,TN,Johnson County,,2008,8.7,South
27612,TN,Johnson County,,2009,12.8,South
27613,TN,Johnson County,,2010,12.8,South
27614,TN,Johnson County,,2011,11.5,South
27615,TN,Johnson County,,2012,9.5,South
27616,TN,Johnson County,,2013,9.0,South
27617,TN,Johnson County,,2014,6.9,South
27618,TN,Johnson County,,2015,6.0,South
27619,TN,Johnson County,40897.0,2016,4.8,South
27620,TN,Johnson County,,2017,3.9,South
27621,TN,Knox County,,2007,3.4,South
27622,TN,Knox County,,2008,5.0,South
27623,TN,Knox County,,2009,8.1,South
27624,TN,Knox County,,2010,7.4,South
27625,TN,Knox County,,2011,6.9,South
27626,TN,Knox County,,2012,6.1,South
27627,TN,Knox County,,2013,6.3,South
27628,TN,Knox County,,2014,5.4,South
27629,TN,Knox County,,2015,5.0,South
27630,TN,Knox County,37574.0,2016,4.0,South
27631,TN,Knox County,,2017,3.2,South
27632,TN,Lake County,,2007,5.8,South
27633,TN,Lake County,,2008,7.7,South
27634,TN,Lake County,,2009,11.0,South
27635,TN,Lake County,,2010,11.1,South
27636,TN,Lake County,,2011,12.1,South
27637,TN,Lake County,,2012,10.4,South
27638,TN,Lake County,,2013,10.1,South
27639,TN,Lake County,,2014,9.2,South
27640,TN,Lake County,,2015,9.0,South
27641,TN,Lake County,34203.0,2016,7.8,South
27642,TN,Lake County,,2017,5.6,South
27643,TN,Lauderdale County,,2007,6.6,South
27644,TN,Lauderdale County,,2008,12.4,South
27645,TN,Lauderdale County,,2009,18.8,South
27646,TN,Lauderdale County,,2010,14.2,South
27647,TN,Lauderdale County,,2011,12.4,South
27648,TN,Lauderdale County,,2012,10.9,South
27649,TN,Lauderdale County,,2013,11.7,South
27650,TN,Lauderdale County,,2014,9.8,South
27651,TN,Lauderdale County,,2015,9.0,South
27652,TN,Lauderdale County,43037.0,2016,7.7,South
27653,TN,Lauderdale County,,2017,5.9,South
27654,TN,Lawrence County,,2007,8.1,South
27655,TN,Lawrence County,,2008,9.8,South
27656,TN,Lawrence County,,2009,15.4,South
27657,TN,Lawrence County,,2010,12.3,South
27658,TN,Lawrence County,,2011,10.4,South
27659,TN,Lawrence County,,2012,9.5,South
27660,TN,Lawrence County,,2013,9.9,South
27661,TN,Lawrence County,,2014,8.1,South
27662,TN,Lawrence County,,2015,7.0,South
27663,TN,Lawrence County,42348.0,2016,5.7,South
27664,TN,Lawrence County,,2017,4.4,South
27665,TN,Lewis County,,2007,7.3,South
27666,TN,Lewis County,,2008,10.0,South
27667,TN,Lewis County,,2009,15.7,South
27668,TN,Lewis County,,2010,15.0,South
27669,TN,Lewis County,,2011,12.9,South
27670,TN,Lewis County,,2012,10.8,South
27671,TN,Lewis County,,2013,10.6,South
27672,TN,Lewis County,,2014,9.0,South
27673,TN,Lewis County,,2015,7.0,South
27674,TN,Lewis County,50014.0,2016,5.9,South
27675,TN,Lewis County,,2017,4.5,South
27676,TN,Lincoln County,,2007,3.6,South
27677,TN,Lincoln County,,2008,4.9,South
27678,TN,Lincoln County,,2009,7.2,South
27679,TN,Lincoln County,,2010,7.2,South
27680,TN,Lincoln County,,2011,6.7,South
27681,TN,Lincoln County,,2012,6.1,South
27682,TN,Lincoln County,,2013,6.3,South
27683,TN,Lincoln County,,2014,5.3,South
27684,TN,Lincoln County,,2015,5.0,South
27685,TN,Lincoln County,51202.0,2016,4.1,South
27686,TN,Lincoln County,,2017,3.3,South
27687,TN,Loudon County,,2007,3.9,South
27688,TN,Loudon County,,2008,5.7,South
27689,TN,Loudon County,,2009,9.7,South
27690,TN,Loudon County,,2010,9.3,South
27691,TN,Loudon County,,2011,8.6,South
27692,TN,Loudon County,,2012,7.6,South
27693,TN,Loudon County,,2013,7.8,South
27694,TN,Loudon County,,2014,6.7,South
27695,TN,Loudon County,,2015,6.0,South
27696,TN,Loudon County,40238.0,2016,4.7,South
27697,TN,Loudon County,,2017,3.6,South
27698,TN,McMinn County,,2007,5.5,South
27699,TN,McMinn County,,2008,8.7,South
27700,TN,McMinn County,,2009,14.0,South
27701,TN,McMinn County,,2010,12.5,South
27702,TN,McMinn County,,2011,11.2,South
27703,TN,McMinn County,,2012,9.1,South
27704,TN,McMinn County,,2013,9.0,South
27705,TN,McMinn County,,2014,7.5,South
27706,TN,McMinn County,,2015,6.0,South
27707,TN,McMinn County,38265.0,2016,5.4,South
27708,TN,McMinn County,,2017,4.3,South
27709,TN,McNairy County,,2007,6.0,South
27710,TN,McNairy County,,2008,9.1,South
27711,TN,McNairy County,,2009,14.0,South
27712,TN,McNairy County,,2010,12.8,South
27713,TN,McNairy County,,2011,11.3,South
27714,TN,McNairy County,,2012,10.3,South
27715,TN,McNairy County,,2013,11.7,South
27716,TN,McNairy County,,2014,10.6,South
27717,TN,McNairy County,,2015,9.0,South
27718,TN,McNairy County,55351.0,2016,7.0,South
27719,TN,McNairy County,,2017,5.6,South
27720,TN,Macon County,,2007,6.0,South
27721,TN,Macon County,,2008,8.3,South
27722,TN,Macon County,,2009,12.3,South
27723,TN,Macon County,,2010,11.2,South
27724,TN,Macon County,,2011,10.3,South
27725,TN,Macon County,,2012,8.3,South
27726,TN,Macon County,,2013,8.2,South
27727,TN,Macon County,,2014,6.5,South
27728,TN,Macon County,,2015,5.0,South
27729,TN,Macon County,54922.0,2016,4.3,South
27730,TN,Macon County,,2017,3.4,South
27731,TN,Madison County,,2007,4.9,South
27732,TN,Madison County,,2008,6.7,South
27733,TN,Madison County,,2009,10.6,South
27734,TN,Madison County,,2010,10.0,South
27735,TN,Madison County,,2011,9.3,South
27736,TN,Madison County,,2012,8.1,South
27737,TN,Madison County,,2013,8.1,South
27738,TN,Madison County,,2014,6.8,South
27739,TN,Madison County,,2015,6.0,South
27740,TN,Madison County,38069.0,2016,4.8,South
27741,TN,Madison County,,2017,3.9,South
27742,TN,Marion County,,2007,5.9,South
27743,TN,Marion County,,2008,7.7,South
27744,TN,Marion County,,2009,12.3,South
27745,TN,Marion County,,2010,11.1,South
27746,TN,Marion County,,2011,10.5,South
27747,TN,Marion County,,2012,9.1,South
27748,TN,Marion County,,2013,9.1,South
27749,TN,Marion County,,2014,7.9,South
27750,TN,Marion County,,2015,7.0,South
27751,TN,Marion County,37437.0,2016,6.3,South
27752,TN,Marion County,,2017,4.8,South
27753,TN,Marshall County,,2007,7.5,South
27754,TN,Marshall County,,2008,9.2,South
27755,TN,Marshall County,,2009,17.4,South
27756,TN,Marshall County,,2010,14.0,South
27757,TN,Marshall County,,2011,11.4,South
27758,TN,Marshall County,,2012,9.4,South
27759,TN,Marshall County,,2013,8.2,South
27760,TN,Marshall County,,2014,6.3,South
27761,TN,Marshall County,,2015,6.0,South
27762,TN,Marshall County,35273.0,2016,4.6,South
27763,TN,Marshall County,,2017,3.3,South
27764,TN,Maury County,,2007,7.8,South
27765,TN,Maury County,,2008,8.1,South
27766,TN,Maury County,,2009,13.8,South
27767,TN,Maury County,,2010,12.3,South
27768,TN,Maury County,,2011,10.2,South
27769,TN,Maury County,,2012,7.8,South
27770,TN,Maury County,,2013,7.1,South
27771,TN,Maury County,,2014,5.9,South
27772,TN,Maury County,,2015,5.0,South
27773,TN,Maury County,35140.0,2016,4.0,South
27774,TN,Maury County,,2017,3.2,South
27775,TN,Meigs County,,2007,6.2,South
27776,TN,Meigs County,,2008,8.9,South
27777,TN,Meigs County,,2009,14.6,South
27778,TN,Meigs County,,2010,13.1,South
27779,TN,Meigs County,,2011,12.0,South
27780,TN,Meigs County,,2012,10.3,South
27781,TN,Meigs County,,2013,10.3,South
27782,TN,Meigs County,,2014,8.7,South
27783,TN,Meigs County,,2015,8.0,South
27784,TN,Meigs County,36595.0,2016,6.8,South
27785,TN,Meigs County,,2017,5.2,South
27786,TN,Monroe County,,2007,5.9,South
27787,TN,Monroe County,,2008,9.9,South
27788,TN,Monroe County,,2009,17.5,South
27789,TN,Monroe County,,2010,12.7,South
27790,TN,Monroe County,,2011,11.5,South
27791,TN,Monroe County,,2012,9.9,South
27792,TN,Monroe County,,2013,9.8,South
27793,TN,Monroe County,,2014,7.6,South
27794,TN,Monroe County,,2015,6.0,South
27795,TN,Monroe County,41984.0,2016,5.3,South
27796,TN,Monroe County,,2017,4.0,South
27797,TN,Montgomery County,,2007,4.7,South
27798,TN,Montgomery County,,2008,6.3,South
27799,TN,Montgomery County,,2009,8.9,South
27800,TN,Montgomery County,,2010,8.5,South
27801,TN,Montgomery County,,2011,8.5,South
27802,TN,Montgomery County,,2012,7.6,South
27803,TN,Montgomery County,,2013,7.6,South
27804,TN,Montgomery County,,2014,6.6,South
27805,TN,Montgomery County,,2015,6.0,South
27806,TN,Montgomery County,40479.0,2016,5.1,South
27807,TN,Montgomery County,,2017,4.1,South
27808,TN,Moore County,,2007,4.1,South
27809,TN,Moore County,,2008,5.6,South
27810,TN,Moore County,,2009,9.5,South
27811,TN,Moore County,,2010,7.9,South
27812,TN,Moore County,,2011,6.9,South
27813,TN,Moore County,,2012,5.8,South
27814,TN,Moore County,,2013,6.0,South
27815,TN,Moore County,,2014,5.1,South
27816,TN,Moore County,,2015,5.0,South
27817,TN,Moore County,42137.0,2016,3.8,South
27818,TN,Moore County,,2017,3.1,South
27819,TN,Morgan County,,2007,5.8,South
27820,TN,Morgan County,,2008,7.6,South
27821,TN,Morgan County,,2009,11.3,South
27822,TN,Morgan County,,2010,11.4,South
27823,TN,Morgan County,,2011,10.8,South
27824,TN,Morgan County,,2012,10.2,South
27825,TN,Morgan County,,2013,10.2,South
27826,TN,Morgan County,,2014,8.8,South
27827,TN,Morgan County,,2015,8.0,South
27828,TN,Morgan County,47088.0,2016,6.4,South
27829,TN,Morgan County,,2017,4.9,South
27830,TN,Obion County,,2007,5.5,South
27831,TN,Obion County,,2008,7.0,South
27832,TN,Obion County,,2009,10.3,South
27833,TN,Obion County,,2010,9.6,South
27834,TN,Obion County,,2011,12.1,South
27835,TN,Obion County,,2012,13.4,South
27836,TN,Obion County,,2013,11.6,South
27837,TN,Obion County,,2014,9.5,South
27838,TN,Obion County,,2015,9.0,South
27839,TN,Obion County,58487.0,2016,7.0,South
27840,TN,Obion County,,2017,5.5,South
27841,TN,Overton County,,2007,7.2,South
27842,TN,Overton County,,2008,9.0,South
27843,TN,Overton County,,2009,13.4,South
27844,TN,Overton County,,2010,10.7,South
27845,TN,Overton County,,2011,10.2,South
27846,TN,Overton County,,2012,8.9,South
27847,TN,Overton County,,2013,9.0,South
27848,TN,Overton County,,2014,7.9,South
27849,TN,Overton County,,2015,7.0,South
27850,TN,Overton County,61232.0,2016,5.3,South
27851,TN,Overton County,,2017,4.1,South
27852,TN,Perry County,,2007,7.6,South
27853,TN,Perry County,,2008,16.0,South
27854,TN,Perry County,,2009,23.1,South
27855,TN,Perry County,,2010,13.5,South
27856,TN,Perry County,,2011,11.7,South
27857,TN,Perry County,,2012,9.8,South
27858,TN,Perry County,,2013,9.4,South
27859,TN,Perry County,,2014,8.1,South
27860,TN,Perry County,,2015,7.0,South
27861,TN,Perry County,34196.0,2016,6.3,South
27862,TN,Perry County,,2017,4.8,South
27863,TN,Pickett County,,2007,8.1,South
27864,TN,Pickett County,,2008,10.7,South
27865,TN,Pickett County,,2009,15.0,South
27866,TN,Pickett County,,2010,11.1,South
27867,TN,Pickett County,,2011,11.3,South
27868,TN,Pickett County,,2012,9.4,South
27869,TN,Pickett County,,2013,9.5,South
27870,TN,Pickett County,,2014,8.9,South
27871,TN,Pickett County,,2015,8.0,South
27872,TN,Pickett County,43367.0,2016,6.5,South
27873,TN,Pickett County,,2017,4.4,South
27874,TN,Polk County,,2007,5.0,South
27875,TN,Polk County,,2008,8.1,South
27876,TN,Polk County,,2009,12.6,South
27877,TN,Polk County,,2010,11.2,South
27878,TN,Polk County,,2011,11.1,South
27879,TN,Polk County,,2012,9.8,South
27880,TN,Polk County,,2013,9.2,South
27881,TN,Polk County,,2014,7.9,South
27882,TN,Polk County,,2015,7.0,South
27883,TN,Polk County,45251.0,2016,5.7,South
27884,TN,Polk County,,2017,4.6,South
27885,TN,Putnam County,,2007,4.5,South
27886,TN,Putnam County,,2008,6.4,South
27887,TN,Putnam County,,2009,9.7,South
27888,TN,Putnam County,,2010,9.4,South
27889,TN,Putnam County,,2011,8.9,South
27890,TN,Putnam County,,2012,8.0,South
27891,TN,Putnam County,,2013,8.0,South
27892,TN,Putnam County,,2014,6.9,South
27893,TN,Putnam County,,2015,6.0,South
27894,TN,Putnam County,47639.0,2016,4.9,South
27895,TN,Putnam County,,2017,3.7,South
27896,TN,Rhea County,,2007,5.8,South
27897,TN,Rhea County,,2008,8.0,South
27898,TN,Rhea County,,2009,13.5,South
27899,TN,Rhea County,,2010,12.3,South
27900,TN,Rhea County,,2011,11.3,South
27901,TN,Rhea County,,2012,10.2,South
27902,TN,Rhea County,,2013,10.7,South
27903,TN,Rhea County,,2014,8.4,South
27904,TN,Rhea County,,2015,7.0,South
27905,TN,Rhea County,46977.0,2016,7.1,South
27906,TN,Rhea County,,2017,6.4,South
27907,TN,Roane County,,2007,4.4,South
27908,TN,Roane County,,2008,5.9,South
27909,TN,Roane County,,2009,9.1,South
27910,TN,Roane County,,2010,9.2,South
27911,TN,Roane County,,2011,9.1,South
27912,TN,Roane County,,2012,8.6,South
27913,TN,Roane County,,2013,9.0,South
27914,TN,Roane County,,2014,7.7,South
27915,TN,Roane County,,2015,7.0,South
27916,TN,Roane County,44605.0,2016,5.6,South
27917,TN,Roane County,,2017,4.4,South
27918,TN,Robertson County,,2007,4.4,South
27919,TN,Robertson County,,2008,6.2,South
27920,TN,Robertson County,,2009,10.2,South
27921,TN,Robertson County,,2010,9.2,South
27922,TN,Robertson County,,2011,8.4,South
27923,TN,Robertson County,,2012,7.0,South
27924,TN,Robertson County,,2013,6.8,South
27925,TN,Robertson County,,2014,5.7,South
27926,TN,Robertson County,,2015,5.0,South
27927,TN,Robertson County,43211.0,2016,4.1,South
27928,TN,Robertson County,,2017,3.4,South
27929,TN,Rutherford County,,2007,3.7,South
27930,TN,Rutherford County,,2008,5.8,South
27931,TN,Rutherford County,,2009,9.7,South
27932,TN,Rutherford County,,2010,8.9,South
27933,TN,Rutherford County,,2011,7.9,South
27934,TN,Rutherford County,,2012,6.5,South
27935,TN,Rutherford County,,2013,6.2,South
27936,TN,Rutherford County,,2014,5.2,South
27937,TN,Rutherford County,,2015,5.0,South
27938,TN,Rutherford County,61134.0,2016,3.7,South
27939,TN,Rutherford County,,2017,2.9,South
27940,TN,Scott County,,2007,7.0,South
27941,TN,Scott County,,2008,11.5,South
27942,TN,Scott County,,2009,18.3,South
27943,TN,Scott County,,2010,17.0,South
27944,TN,Scott County,,2011,17.6,South
27945,TN,Scott County,,2012,15.5,South
27946,TN,Scott County,,2013,14.5,South
27947,TN,Scott County,,2014,11.7,South
27948,TN,Scott County,,2015,9.0,South
27949,TN,Scott County,54748.0,2016,7.4,South
27950,TN,Scott County,,2017,5.1,South
27951,TN,Sequatchie County,,2007,4.8,South
27952,TN,Sequatchie County,,2008,7.6,South
27953,TN,Sequatchie County,,2009,12.3,South
27954,TN,Sequatchie County,,2010,12.1,South
27955,TN,Sequatchie County,,2011,10.2,South
27956,TN,Sequatchie County,,2012,8.4,South
27957,TN,Sequatchie County,,2013,8.6,South
27958,TN,Sequatchie County,,2014,7.4,South
27959,TN,Sequatchie County,,2015,7.0,South
27960,TN,Sequatchie County,44971.0,2016,5.8,South
27961,TN,Sequatchie County,,2017,4.9,South
27962,TN,Sevier County,,2007,5.0,South
27963,TN,Sevier County,,2008,7.1,South
27964,TN,Sevier County,,2009,10.9,South
27965,TN,Sevier County,,2010,10.4,South
27966,TN,Sevier County,,2011,10.0,South
27967,TN,Sevier County,,2012,8.7,South
27968,TN,Sevier County,,2013,8.5,South
27969,TN,Sevier County,,2014,7.1,South
27970,TN,Sevier County,,2015,6.0,South
27971,TN,Sevier County,39755.0,2016,4.9,South
27972,TN,Sevier County,,2017,4.0,South
27973,TN,Shelby County,,2007,5.1,South
27974,TN,Shelby County,,2008,6.9,South
27975,TN,Shelby County,,2009,10.1,South
27976,TN,Shelby County,,2010,9.8,South
27977,TN,Shelby County,,2011,9.5,South
27978,TN,Shelby County,,2012,8.6,South
27979,TN,Shelby County,,2013,8.8,South
27980,TN,Shelby County,,2014,7.6,South
27981,TN,Shelby County,,2015,6.0,South
27982,TN,Shelby County,37955.0,2016,5.3,South
27983,TN,Shelby County,,2017,4.3,South
27984,TN,Smith County,,2007,5.3,South
27985,TN,Smith County,,2008,8.2,South
27986,TN,Smith County,,2009,13.6,South
27987,TN,Smith County,,2010,12.3,South
27988,TN,Smith County,,2011,10.2,South
27989,TN,Smith County,,2012,8.2,South
27990,TN,Smith County,,2013,7.8,South
27991,TN,Smith County,,2014,6.4,South
27992,TN,Smith County,,2015,6.0,South
27993,TN,Smith County,38123.0,2016,4.6,South
27994,TN,Smith County,,2017,3.5,South
27995,TN,Stewart County,,2007,6.1,South
27996,TN,Stewart County,,2008,8.5,South
27997,TN,Stewart County,,2009,11.9,South
27998,TN,Stewart County,,2010,12.4,South
27999,TN,Stewart County,,2011,12.4,South
28000,TN,Stewart County,,2012,11.0,South
28001,TN,Stewart County,,2013,11.0,South
28002,TN,Stewart County,,2014,9.2,South
28003,TN,Stewart County,,2015,8.0,South
28004,TN,Stewart County,37682.0,2016,6.8,South
28005,TN,Stewart County,,2017,5.3,South
28006,TN,Sullivan County,,2007,4.0,South
28007,TN,Sullivan County,,2008,5.3,South
28008,TN,Sullivan County,,2009,8.8,South
28009,TN,Sullivan County,,2010,9.0,South
28010,TN,Sullivan County,,2011,8.3,South
28011,TN,Sullivan County,,2012,7.5,South
28012,TN,Sullivan County,,2013,7.6,South
28013,TN,Sullivan County,,2014,6.6,South
28014,TN,Sullivan County,,2015,6.0,South
28015,TN,Sullivan County,46316.0,2016,5.2,South
28016,TN,Sullivan County,,2017,4.0,South
28017,TN,Sumner County,,2007,4.1,South
28018,TN,Sumner County,,2008,6.0,South
28019,TN,Sumner County,,2009,9.8,South
28020,TN,Sumner County,,2010,8.9,South
28021,TN,Sumner County,,2011,7.9,South
28022,TN,Sumner County,,2012,6.5,South
28023,TN,Sumner County,,2013,6.2,South
28024,TN,Sumner County,,2014,5.3,South
28025,TN,Sumner County,,2015,5.0,South
28026,TN,Sumner County,37672.0,2016,3.9,South
28027,TN,Sumner County,,2017,3.0,South
28028,TN,Tipton County,,2007,5.1,South
28029,TN,Tipton County,,2008,7.9,South
28030,TN,Tipton County,,2009,12.4,South
28031,TN,Tipton County,,2010,11.3,South
28032,TN,Tipton County,,2011,10.3,South
28033,TN,Tipton County,,2012,8.9,South
28034,TN,Tipton County,,2013,9.5,South
28035,TN,Tipton County,,2014,8.3,South
28036,TN,Tipton County,,2015,7.0,South
28037,TN,Tipton County,38214.0,2016,5.7,South
28038,TN,Tipton County,,2017,4.4,South
28039,TN,Trousdale County,,2007,5.7,South
28040,TN,Trousdale County,,2008,8.4,South
28041,TN,Trousdale County,,2009,12.1,South
28042,TN,Trousdale County,,2010,10.8,South
28043,TN,Trousdale County,,2011,10.4,South
28044,TN,Trousdale County,,2012,8.6,South
28045,TN,Trousdale County,,2013,8.5,South
28046,TN,Trousdale County,,2014,7.0,South
28047,TN,Trousdale County,,2015,6.0,South
28048,TN,Trousdale County,39818.0,2016,4.8,South
28049,TN,Trousdale County,,2017,3.5,South
28050,TN,Unicoi County,,2007,5.2,South
28051,TN,Unicoi County,,2008,7.4,South
28052,TN,Unicoi County,,2009,11.6,South
28053,TN,Unicoi County,,2010,11.9,South
28054,TN,Unicoi County,,2011,11.0,South
28055,TN,Unicoi County,,2012,10.3,South
28056,TN,Unicoi County,,2013,10.5,South
28057,TN,Unicoi County,,2014,9.1,South
28058,TN,Unicoi County,,2015,8.0,South
28059,TN,Unicoi County,107942.0,2016,7.1,South
28060,TN,Unicoi County,,2017,5.4,South
28061,TN,Union County,,2007,4.4,South
28062,TN,Union County,,2008,6.3,South
28063,TN,Union County,,2009,10.8,South
28064,TN,Union County,,2010,10.8,South
28065,TN,Union County,,2011,10.2,South
28066,TN,Union County,,2012,9.4,South
28067,TN,Union County,,2013,9.6,South
28068,TN,Union County,,2014,7.9,South
28069,TN,Union County,,2015,7.0,South
28070,TN,Union County,70955.0,2016,5.8,South
28071,TN,Union County,,2017,4.4,South
28072,TN,Van Buren County,,2007,5.9,South
28073,TN,Van Buren County,,2008,8.3,South
28074,TN,Van Buren County,,2009,14.9,South
28075,TN,Van Buren County,,2010,13.2,South
28076,TN,Van Buren County,,2011,11.7,South
28077,TN,Van Buren County,,2012,11.5,South
28078,TN,Van Buren County,,2013,11.5,South
28079,TN,Van Buren County,,2014,9.6,South
28080,TN,Van Buren County,,2015,8.0,South
28081,TN,Van Buren County,56583.0,2016,6.1,South
28082,TN,Van Buren County,,2017,4.3,South
28083,TN,Warren County,,2007,6.4,South
28084,TN,Warren County,,2008,8.5,South
28085,TN,Warren County,,2009,14.4,South
28086,TN,Warren County,,2010,10.9,South
28087,TN,Warren County,,2011,10.2,South
28088,TN,Warren County,,2012,8.8,South
28089,TN,Warren County,,2013,8.5,South
28090,TN,Warren County,,2014,6.8,South
28091,TN,Warren County,,2015,6.0,South
28092,TN,Warren County,43967.0,2016,4.8,South
28093,TN,Warren County,,2017,3.9,South
28094,TN,Washington County,,2007,4.0,South
28095,TN,Washington County,,2008,5.6,South
28096,TN,Washington County,,2009,8.7,South
28097,TN,Washington County,,2010,8.7,South
28098,TN,Washington County,,2011,8.0,South
28099,TN,Washington County,,2012,7.1,South
28100,TN,Washington County,,2013,7.2,South
28101,TN,Washington County,,2014,6.3,South
28102,TN,Washington County,,2015,6.0,South
28103,TN,Washington County,60644.0,2016,4.8,South
28104,TN,Washington County,,2017,3.8,South
28105,TN,Wayne County,,2007,7.4,South
28106,TN,Wayne County,,2008,10.1,South
28107,TN,Wayne County,,2009,13.4,South
28108,TN,Wayne County,,2010,11.4,South
28109,TN,Wayne County,,2011,10.7,South
28110,TN,Wayne County,,2012,9.5,South
28111,TN,Wayne County,,2013,9.7,South
28112,TN,Wayne County,,2014,8.7,South
28113,TN,Wayne County,,2015,7.0,South
28114,TN,Wayne County,43658.0,2016,6.6,South
28115,TN,Wayne County,,2017,5.2,South
28116,TN,Weakley County,,2007,6.5,South
28117,TN,Weakley County,,2008,8.2,South
28118,TN,Weakley County,,2009,12.5,South
28119,TN,Weakley County,,2010,11.0,South
28120,TN,Weakley County,,2011,11.4,South
28121,TN,Weakley County,,2012,10.9,South
28122,TN,Weakley County,,2013,10.4,South
28123,TN,Weakley County,,2014,8.5,South
28124,TN,Weakley County,,2015,7.0,South
28125,TN,Weakley County,44866.0,2016,5.8,South
28126,TN,Weakley County,,2017,4.9,South
28127,TN,White County,,2007,6.0,South
28128,TN,White County,,2008,8.4,South
28129,TN,White County,,2009,14.2,South
28130,TN,White County,,2010,10.5,South
28131,TN,White County,,2011,9.9,South
28132,TN,White County,,2012,9.8,South
28133,TN,White County,,2013,9.5,South
28134,TN,White County,,2014,7.4,South
28135,TN,White County,,2015,6.0,South
28136,TN,White County,58928.0,2016,5.0,South
28137,TN,White County,,2017,4.0,South
28138,TN,Williamson County,,2007,3.7,South
28139,TN,Williamson County,,2008,4.6,South
28140,TN,Williamson County,,2009,7.5,South
28141,TN,Williamson County,,2010,6.6,South
28142,TN,Williamson County,,2011,5.9,South
28143,TN,Williamson County,,2012,5.0,South
28144,TN,Williamson County,,2013,5.2,South
28145,TN,Williamson County,,2014,4.5,South
28146,TN,Williamson County,,2015,4.0,South
28147,TN,Williamson County,54868.0,2016,3.4,South
28148,TN,Williamson County,,2017,2.7,South
28149,TN,Wilson County,,2007,4.0,South
28150,TN,Wilson County,,2008,5.7,South
28151,TN,Wilson County,,2009,9.0,South
28152,TN,Wilson County,,2010,8.4,South
28153,TN,Wilson County,,2011,7.6,South
28154,TN,Wilson County,,2012,6.4,South
28155,TN,Wilson County,,2013,6.3,South
28156,TN,Wilson County,,2014,5.3,South
28157,TN,Wilson County,,2015,5.0,South
28158,TN,Wilson County,53622.0,2016,3.8,South
28159,TN,Wilson County,,2017,2.9,South
28160,TX,Texas,,2007,4.3,South
28161,TX,Texas,,2008,4.8,South
28162,TX,Texas,,2009,7.6,South
